Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
e-Tag,https://www.crunchbase.com/organization/e-tag,"Payments, Internet Services, Privacy and Security, Financial Services","Santa Clara, California, United States",Digital Identity Provider,"69,487",04/01/2008,Closed,,"Internet, Security, Fraud Detection",,1-10,12/01/2010,"€100,000","$130,861",1,Seed,http://www.e-tag.name,1
Hopscot.ch,https://www.crunchbase.com/organization/hopscot-ch,"Information Technology, Internet Services, Messaging and Telecommunications","Milwaukee, Wisconsin, United States",Hopscot.ch is a peer-to-peer video chat community where users can create or join live topic-specific events.,"69,504",12/09/2010,Closed,,"Video Chat, Messaging",,1-10,01/01/2011,"$50,000","$50,000",,Seed,http://www.hopscot.ch,1
YESTODATE.COM,https://www.crunchbase.com/organization/yestodate-com,"Community and Lifestyle, Internet Services","Miami, Florida, United States",Yestodate.com is an online dating platform.,"69,529",06/03/2009,Closed,,"Dating, Social, Online Portals",,1-10,06/03/2009,"$1,000,000","$1,000,000",4,Seed,http://www.yestodate.com,1
N2Care,https://www.crunchbase.com/organization/n2care,"Health Care, Mobile","Blacksburg, Virginia, United States",N2Care designs and builds mobile medical homes that are placed on the care-giving family's property.,"69,571",01/01/2006,Closed,,"Health Care, Mobile, Medical",1,1-10,02/09/2012,"$20,000","$20,000",,Seed,http://n2care.net,1
GoodClic,https://www.crunchbase.com/organization/goodclic,"Apps, Commerce and Shopping, Software, Payments, Financial Services, Mobile","Dallas, Texas, United States","GoodClic, a mobile publishing and e-commerce platform, enabled users to design and create their own mobile apps.","69,707",05/10/2010,Closed,,"Mobile Payments, E-Commerce, Mobile, Web Development, Apps",1,1-10,04/10/2010,"$115,000","$115,000",1,Seed,http://goodclic.com,1
911 View,https://www.crunchbase.com/organization/911-view,"Apps, Software, Government and Military, Mobile","Chattanooga, Tennessee, United States",911 View is a mobile development company that develops apps for public safety professionals.,"69,919",,Closed,,"Mobile Apps, Public Safety",,,06/01/2012,"$15,000","$15,000",3,Seed,http://911view.com,1
Awesome AI,https://www.crunchbase.com/organization/awesome-3,"Apps, Hardware, Information Technology, Consumer Electronics, Software, Internet Services, Messaging and Telecommunications","San Diego, California, United States","Awesome is your Slack Sidekick, an intergalactic Bot that makes space for your team by offering Status, Sidebars, Do Not Disturb and more.","70,007",01/01/2015,Closed,,"Computer, Enterprise Applications, Messaging",2,1-10,12/15/2015,,,1,Seed,http://awesome.ai,1
Snacksquare,https://www.crunchbase.com/organization/snacksquare,"Commerce and Shopping, Navigation and Mapping, Data and Analytics, Sales and Marketing, Transportation, Internet Services, Messaging and Telecommunications, Advertising","Goleta, California, United States","Snacksquare provides automated location-based advertising, works on integration with Foursquare and facilitates push marketing via SMS.","70,066",01/15/2010,Closed,2,"Transportation, Location Based Services, Advertising, Coupons, SMS, Email Marketing",1,1-10,01/15/2010,"$30,000","$30,000",,Seed,http://www.snacksquare.com,1
WeAre.Us,https://www.crunchbase.com/organization/weare-us,"Media and Entertainment, Information Technology, Sales and Marketing, Health Care, Internet Services, Advertising","San Francisco, California, United States",WeAre.Us is a California-based IT company providing a social support network.,"70,216",12/01/2007,Closed,3,"Internet, Information Technology, Social Media, Health Care, Advertising",3,1-10,08/01/2008,"$50,000","$50,000",2,Seed,http://www.weare.us,1
Posterbee,https://www.crunchbase.com/organization/posterbee,"Media and Entertainment, Software, Internet Services, Video","California City, California, United States","Posterbee enables its users to compile links, video clips, slides, files, and more through its online platform.","70,406",06/10/2010,Closed,2,"Enterprise Software, Video, Online Portals",4,1-10,08/20/2010,"€200,000","$254,220",,Seed,http://www.posterbee.com,1
myAchy,https://www.crunchbase.com/organization/myachy,Software,"Santa Clara, California, United States",A smart alarm clock,"70,620",04/20/2011,Closed,,Software,3,1-10,07/16/2012,"$60,000","$85,000",2,Seed,,2
PlayerDuel,https://www.crunchbase.com/organization/playerduel,"Software, Mobile","Palo Alto, California, United States",PlayerDuel is an online platform that converts single-player mobile games into multiplayer games.,"70,735",01/01/2011,Closed,5,"Mobile, Software",2,,06/13/2012,,"$21,189",2,Seed,http://www.PlayerDuel.com,2
Avieon,https://www.crunchbase.com/organization/avieon,"Hardware, Media and Entertainment, Information Technology, Software, Internet Services, Video, Privacy and Security, Messaging and Telecommunications, Mobile","Santa Clara, California, United States",Avieon offers silicon-proven intellectual property processors for the wireless multimedia market.,"71,270",03/15/2005,Closed,,"Video Conferencing, Mobile, Wireless, Video, Security",,1-10,07/15/2007,"$750,000","$750,000",,Seed,http://www.avieon.com,1
Epunchit,https://www.crunchbase.com/organization/epunchit,"Gaming, Sustainability, Mobile","Vista, California, United States",Epunchit allows users to get one free meal at a restaurant of their choice once they take 10 meals from one of their restaurants network.,"71,277",11/12/2011,Closed,,"Organic, Mobile, Local, Gamification",1,1-10,12/28/2012,"$40,000","$40,000",,Seed,http://epunchit.com,1
CostumeWorks,https://www.crunchbase.com/organization/costumeworks,"Commerce and Shopping, Software","Lake Geneva, Wisconsin, United States","CostumeWorks is an internet retail company that offers costumes, decorations, and party supplies.","71,331",11/01/2008,Closed,,"E-Commerce, Software",1,1-10,01/01/2009,"$175,000","$175,000",,Seed,http://www.costumeworks.com,1
Worksurfers,https://www.crunchbase.com/organization/worksurfers,"Commerce and Shopping, Internet Services, Design","San Francisco, California, United States",Worksurfers is an online platform and social network that enables local designers to connect with startups needing their design skills.,"71,443",11/01/2013,Closed,,"Social Network, Product Design, Online Auctions",1,1-10,11/22/2012,"$40,000","$40,000",1,Seed,http://worksurfers.com,1
"Spaciety (Fast Market Holdings, LLC)",https://www.crunchbase.com/organization/spaciety-fast-market-holdings-llc,"Commerce and Shopping, Internet Services","Chicago, Illinois, United States",Spaciety is an online search engine and marketplace that enables individuals to find and book appointments at spas and salons.,"71,499",01/01/2010,Closed,,"Online Portals, Search Engine, Marketplace",1,,07/01/2011,"$40,000","$40,000",1,Seed,,1
wmbly,https://www.crunchbase.com/organization/wmbly,"Media and Entertainment, Events, Internet Services, Video","San Francisco, California, United States","Wmbly is an online event engine that allows individuals and organizations to host, promote, and monetize live and on-demand events.","71,641",04/01/2010,Closed,1,"Social Media, Events, Video",,1-10,08/21/2010,"$20,000","$20,000",,Seed,http://www.wmbly.com,1
DataVote,https://www.crunchbase.com/organization/datavote,"Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Internet Services","Palo Alto, California, United States",Datavote validates customer information for businesses by comparing the data with information they have on their database.,"71,649",01/01/2010,Closed,,"Email Marketing, Social Media, Enterprise Software, Big Data",3,11-50,10/01/2011,"$100,000","$100,000",1,Seed,http://www.datavote.com,1
Pull,https://www.crunchbase.com/organization/pull,"Information Technology, Community and Lifestyle, Transportation, Internet Services, Messaging and Telecommunications","Atlanta, Georgia, United States",Pull is a mobile messaging distribution platform that allows its users to privately share conversations.,"71,681",01/01/2014,Closed,,"Messaging, Logistics, Private Social Networking",1,11-50,06/02/2014,"$40,000","$40,000",1,Seed,http://thepullapp.com/,1
Bizily,https://www.crunchbase.com/organization/bizily,"Media and Entertainment, Information Technology, Software, Internet Services","San Francisco, California, United States",Bizily provides a platform for its users to introduce themselves to other people.,"71,808",01/01/2010,Closed,,"Contact Management, Social Media",1,1-10,01/01/2010,"$250,000","$250,000",,Seed,http://www.bizily.com,1
Quack,https://www.crunchbase.com/organization/quack-2,"Navigation and Mapping, Information Technology, Data and Analytics, Internet Services, Messaging and Telecommunications","Cincinnati, Ohio, United States",Share live anonymous messages with everyone near you.,"71,827",07/14/2014,Closed,2,"Messaging, Location Based Services",2,1-10,07/18/2014,"$20,000","$20,000",1,Seed,http://www.GetQuacks.com,1
24PageBooks,https://www.crunchbase.com/organization/24pagebooks,Software,"Rochester, New York, United States","24PageBooks provides digital e-books on emerging trends, new business strategies and personal growth subjects.","71,873",01/01/2010,Closed,1,Software,2,1-10,05/24/2011,"$50,000","$50,000",1,Seed,http://24pagebooks.com,1
mycirQle,https://www.crunchbase.com/organization/mycirqle,"Media and Entertainment, Internet Services, Content and Publishing","New York, New York, United States","mycirQle monitors important stories coming from major newspapers and other sources, and delivers them to relevant parties.","71,908",01/01/2011,Closed,,"Digital Media, Social Media, News",,1-10,01/13/2012,"$112,000","$112,000",,Seed,http://mycirqle.com,1
Zigswitch,https://www.crunchbase.com/organization/zigswitch,"Energy, Hardware, Sustainability, Mobile","Cambridge, Massachusetts, United States",Zigswitch develops and manufactures wireless sensor networking products and technologies for energy efficiency and smart grid applications.,"71,947",06/18/2009,Closed,,"Energy Efficiency, Clean Energy, Wireless",2,1-10,12/01/2010,"$50,000","$50,000",,Seed,http://zigswitch.com,1
SpotBanks,https://www.crunchbase.com/organization/spotbanks,"Financial Services, Lending and Investments","West Chester, Pennsylvania, United States","SpotBanks provides business intelligence for banks, credit unions, and vendors.","72,117",01/10/2010,Closed,,"Banking, Financial Services, Finance",2,1-10,01/01/2010,"$22,000","$22,000",,Seed,,1
Yakify,https://www.crunchbase.com/organization/yakify,Real Estate,"Manhattan Beach, California, United States","Yakify connects homeowners and design enthusiasts with top interior designers and architects, to help them create their dream home.","72,124",01/01/2012,Closed,,"Real Estate, Architecture",,1-10,01/01/2012,"$100,000","$100,000",,Seed,http://www.yakify.com,1
TutorialTab,https://www.crunchbase.com/organization/tutorialtab,"Education, Financial Services","Cambridge, Massachusetts, United States","TutorialTab is a web platform that allows companies to add hands-on, interactive tutorials to websites that can guide users.","72,169",03/02/2010,Closed,3,"Education, Finance, Tutoring",2,11-50,03/02/2010,"$12,000","$12,000",1,Seed,http://tutorialtab.com,1
ADS Biotechnology,https://www.crunchbase.com/organization/ads-biotechnology,"Biotechnology, Science and Engineering, Health Care","Sylvania, Ohio, United States",Biotherapeutic for the treatment of hypoglycemic conditions.,"72,192",01/01/2004,Closed,,"Life Science, Biotechnology, Health Care",,,04/22/2010,"$250,000","$250,000",1,Seed,,1
Picket,https://www.crunchbase.com/organization/picket,"Commerce and Shopping, Media and Entertainment, Internet Services","Los Angeles, California, United States",Geotaging for concerts seats. The world's first social ticketing network. A totally new spin on sharing pictures and purchasing tickets,"72,258",05/01/2011,Closed,1,"E-Commerce, Social Media",2,1-10,07/25/2011,"$40,000","$40,000",1,Seed,http://www.picketapp.com,1
Trymph Inc.,https://www.crunchbase.com/organization/trymph,"Gaming, Software, Education","Mountain View, California, United States",Trymph Inc created multiplayer learning games on Android. Three of our games reached million+ users each with a high 4+ rating.,"72,292",01/01/2011,Closed,,"Gaming, E-Learning, Video Games",1,1-10,02/28/2012,,,,Seed,http://www.trymph.com/,2
LegalJump,https://www.crunchbase.com/organization/legaljump,"Community and Lifestyle, Professional Services","North Miami Beach, Florida, United States",LegalJump offers an innovative platform that makes it easy for its users to handle legal paperwork.,"72,522",01/01/2010,Closed,,"Legal, Communities, Infrastructure",,1-10,03/01/2013,"$25,000","$25,000",1,Seed,http://www.legaljump.com/,1
MedGRC,https://www.crunchbase.com/organization/medgrc,"Software, Health Care","Plano, Texas, United States",MedGRC develops medical risk and compliance software for small and medium-sized medical offices.,"72,574",01/01/2013,Closed,,"Dental, Medical, Software",,1-10,01/01/2013,"$80,000","$80,000",,Seed,https://www.medgrc.com,1
TastyNow.com,https://www.crunchbase.com/organization/tastynow-com,Travel and Tourism,"San Antonio, Texas, United States",TastyNow.com is an online business-to-business platform that provides restaurant search engine and online food ordering services.,"72,758",01/06/2009,Closed,,Hospitality,,1-10,08/05/2009,"$25,000","$25,000",,Seed,http://tastynow.com,1
CHOOMOGO,https://www.crunchbase.com/organization/choomogo,"Hardware, Consumer Electronics, Software, Sales and Marketing, Mobile, Advertising","Memphis, Tennessee, United States",Choomogo provides applications with TV programming so that TVs can be connected to the internet and other service applications.,"72,818",03/05/2011,Closed,1,"Mobile, Hardware, Advertising, Electronics, Software",2,1-10,03/05/2011,"$15,000","$15,000",1,Seed,http://www.choomogo.com,1
Voltaic Coatings,https://www.crunchbase.com/organization/voltaic-coatings,"Manufacturing, Science and Engineering, Health Care","Newark, Delaware, United States",Voltaic Coatings owns the exclusive license to a pending composition of matter patent for a new material created at the University of,"72,887",06/01/2011,Closed,,"Manufacturing, Medical Device, Chemical",4,1-10,08/10/2012,"$40,000","$40,000",1,Seed,http://www.voltaiccoatings.com,1
MediVision,https://www.crunchbase.com/organization/medivision,"Software, Health Care, Payments","Syracuse, Utah, United States","MediVision is an innovative medical billing, medical coding, practice management, and consulting firm providing reimbursement solutions.","73,022",10/01/2010,Closed,,"Medical, Billing, Consulting",1,1-10,10/01/2010,"$3,000","$3,000",,Seed,http://www.medivisiontoday.com,1
Stand Offer,https://www.crunchbase.com/organization/stand-offer,"Internet Services, Financial Services, Lending and Investments","Columbus, Ohio, United States",Stand Offer is a search engine enabling investors to discover crowdfunding startups.,"73,068",08/02/2012,Closed,,"Crowdfunding, Search Engine, Venture Capital, Crowdsourcing",2,1-10,09/15/2012,"$2,000","$4,500",,Seed,http://www.standoffer.com,2
dreamsha.re,https://www.crunchbase.com/organization/dreamsha-re,"Software, Internet Services","Los Angeles, California, United States",DreamSha.re develops web applications and domain tools to accelerate online business procedures.,"73,111",02/03/2013,Closed,,"Small and Medium Businesses, B2B, Web Development, Software, Internet",,1-10,03/01/2013,"$20,000","$20,000",1,Seed,http://dreamsha.re,1
ibabybox,https://www.crunchbase.com/organization/ibabybox,"Media and Entertainment, Internet Services","Palo Alto, California, United States",An online social marketplace for baby products,"73,279",01/01/2013,Closed,,Social Media,,1-10,07/13/2013,"$25,000","$25,000",1,Seed,http://www.ibabybox.com,1
WallCompass,https://www.crunchbase.com/organization/wallcompass,"Manufacturing, Hardware, Real Estate, Software, Mobile","Woodcliff Lake, New Jersey, United States",WallCompass is the first Physical Web Platform,"73,322",10/11/2013,Closed,,"QR Codes, Mobile, NFC, Construction, Developer APIs, Manufacturing, Enterprise Software",2,1-10,07/11/2014,"$20,000","$20,000",,Seed,http://www.wallcompass.com,1
atHomestars,https://www.crunchbase.com/organization/athomestars,"Sales and Marketing, Advertising","New York, New York, United States",atHomestars is a New York-based platform that connects busy professionals with the local providers of home services and experiences.,"73,383",09/01/2011,Closed,,Advertising,1,1-10,09/27/2013,"$300,000","$300,000",,Seed,http://www.athomestars.com,1
Swarmforce,https://www.crunchbase.com/organization/swarmforce,"Science and Engineering, Media and Entertainment, Data and Analytics, Software, Internet Services","Dallas, Texas, United States",Swarmforce enables its users to filter relevant brand and subject content from large masses of user-generated data on the social web.,"73,539",01/01/2008,Closed,,"Artificial Intelligence, Social Media",,1-10,01/01/2008,"$350,000","$350,000",,Seed,http://www.swarmforce.com,1
paymio,https://www.crunchbase.com/organization/paymio,Financial Services,"New York, New York, United States","Paymio is a turn-key, scalable platform that enables small businesses to recover delinquent receivables.","73,701",07/01/2009,Closed,,"Finance, Financial Services",1,,08/01/2009,"$50,000","$50,000",,Seed,http://paymio.com,1
Luristic,https://www.crunchbase.com/organization/luristic,"Information Technology, Software","Irvine, California, United States","Luristic is a software company specializing in rich user experiences for websites, web and mobile applications, and games.","73,727",01/13/2009,Closed,7,"Web Development, Information Services, Developer Tools, Software",,11-50,01/13/2009,"$500,000","$500,000",,Seed,http://www.Luristic.com,1
WHObyYOU,https://www.crunchbase.com/organization/whobyyou,"Navigation and Mapping, Data and Analytics, Internet Services","New York, New York, United States",WHObyYOU is a search service that helps users find best local businesses and service providers recommended by friends and local experts.,"73,783",07/31/2008,Closed,,"Location Based Services, Local",2,11-50,12/01/2008,"$150,000","$150,000",,Seed,http://www.whobyyou.com,1
Devotee,https://www.crunchbase.com/organization/devotee,Mobile,"Pittsburgh, Pennsylvania, United States",Devotee is an online promotion platform that allows businesses to reward their loyal customers for sharing positive recommendations.,"73,886",05/24/2010,Closed,,Mobile,,1-10,10/22/2010,"$25,000","$50,000",1,Seed,http://devotee.com,2
Chasing Savings,https://www.crunchbase.com/organization/chasing-savings,"Commerce and Shopping, Media and Entertainment, Sales and Marketing, Content and Publishing, Advertising","Alpharetta, Georgia, United States","Chasing Savings offers AdLogix, a platform that offers a suite of digital advertising, online couponing, and publication services.","74,147",07/01/2009,Closed,,"News, Coupons, Advertising",1,1-10,07/01/2009,"$500,000","$500,000",,Seed,http://www.chasingsavings.com,1
ItsGoinOn,https://www.crunchbase.com/organization/itsgoinon,"Travel and Tourism, Media and Entertainment, Information Technology, Music and Audio, Events, Internet Services, Privacy and Security, Mobile","Los Angeles, California, United States",ItsGoinOn is a social network service and a mobile app that connects members and entertainment establishments with demographic data.,"74,399",05/01/2010,Closed,,"Ediscovery, Social Media, Nightlife, Hospitality, Music Venues, Identity Management, Music, Mobile, Real Time",2,1-10,01/01/2011,"$100,000","$100,000",1,Seed,http://www.itsgoinon.com,1
StockCastr,https://www.crunchbase.com/organization/stockcastr,"Media and Entertainment, Video, Financial Services","Pittsburgh, Pennsylvania, United States",StockCastr offers an investing content sharing platform that enables amateur investors to share their views on investments.,"74,543",01/01/2008,Closed,,"Finance, Video",,1-10,06/05/2008,"$25,000","$25,000",1,Seed,http://stockcastr.com,1
Silver Lining Limited,https://www.crunchbase.com/organization/silver-lining-limited,Software,"New York, New York, United States","Silver Lining offers SLAPcenter.com, a software portal that provides software solutions to small companies.","74,600",01/01/2005,Closed,,Software,1,1-10,01/01/2011,"$300,000","$300,000",,Seed,http://www.silverlininglimited.com,1
JumpTheClub,https://www.crunchbase.com/organization/jumptheclub,"Apps, Hardware, Media and Entertainment, Music and Audio, Events, Software, Mobile","Hartford, Connecticut, United States","JumpTheClub is a free to download, location-based, utility and social media mobile application for smart phones.","74,782",07/01/2010,Closed,,"Mobile, Augmented Reality, Software, Music, Apps, Nightlife",1,1-10,02/10/2011,"$100,000","$100,000",,Seed,http://www.jumptheclub.com,1
ishBowl,https://www.crunchbase.com/organization/ishbowl,"Sports, Sales and Marketing","San Francisco, California, United States",ishBowl allows businesses to create customized in-store video playlists based on the brands that are sold in that particular market.,"74,847",01/01/2012,Closed,2,"Sports, Digital Signage",1,1-10,01/01/2012,"$25,000","$25,000",1,Seed,http://www.ishBowl.com,1
Diavibe,https://www.crunchbase.com/organization/diavibe,Health Care,"Providence, Rhode Island, United States",Diavibe is a medical device company utilizing drug-free technologies to reduce the pain of injections.,"74,850",01/01/2010,Closed,,"Wellness, Medical Device, Health Care",3,1-10,06/01/2010,"$20,000","$20,000",1,Seed,http://www.diavibe.com,1
Ernie's,https://www.crunchbase.com/organization/ernie,"Commerce and Shopping, Internet Services","Memphis, Tennessee, United States",Ernie’s offers an online platform that enables customers to order groceries and have them boxed up for pick up later.,"74,984",03/05/2011,Closed,,"E-Commerce, Internet",,1-10,07/15/2011,,"$15,000",2,Seed,http://erniesgrocery.com,2
Starbates,https://www.crunchbase.com/organization/starbates,"Commerce and Shopping, Sales and Marketing, Mobile","Fullerton, California, United States",Starbates is a web-based platform that helps restaurants and customers connect with each other.,"75,160",01/01/2012,Closed,1,"Mobile, Coupons, App Marketing",,1-10,02/14/2012,"$20,000","$20,000",,Seed,http://www.starbates.com,1
eeden,https://www.crunchbase.com/organization/eeden,"Media and Entertainment, Internet Services","Los Angeles, California, United States","Eeden, a social gaming site, let users complete fun tasks around their favorite causes and gain points to donate to a charity.","75,194",04/17/2010,Closed,,Social Media,,1-10,04/17/2010,"$200,000","$200,000",1,Seed,http://eeden.org,1
Zinc Save,https://www.crunchbase.com/organization/zinc-save,Commerce and Shopping,"Cambridge, Massachusetts, United States",Chrome extension for saving automating savings online.,"75,306",01/01/2014,Closed,,E-Commerce,1,1-10,01/01/2014,,,1,Seed,http://zincsave.com,1
Million Dollar Earth,https://www.crunchbase.com/organization/million-dollar-earth,"Media and Entertainment, Software, Sales and Marketing, Internet Services, Video, Content and Publishing, Advertising","Puyallup, Washington, United States",Million Dollar Earth is an advertising medium that allows businesses to own digital real estate and display them on social profiles.,"75,420",03/01/2011,Closed,2,"Advertising, Video Streaming, Social Media, Developer Tools",,1-10,03/07/2011,"$30,000","$30,000",1,Seed,http://www.milliondollarearth.com,1
CloudAptitude,https://www.crunchbase.com/organization/cloudaptitude,"Media and Entertainment, Software, Internet Services","Memphis, Tennessee, United States","CloudAptitude is a social media managing tool that flags and alerts its users of previous detrimental comments, posts, and tweets.","75,534",01/28/2012,Closed,,"Software, Social Media",1,1-10,01/29/2012,"$15,000","$15,000",2,Seed,http://cloudaptitude.com,1
Quincy Apparel,https://www.crunchbase.com/organization/quincy-apparel,"Community and Lifestyle, Design","New York, New York, United States",Women's professional apparel a la Bonobos,"75,575",01/01/2011,Closed,3,"Fashion, Lifestyle",1,,06/14/2012,,,1,Seed,,1
CityCiv,https://www.crunchbase.com/organization/city-civ,"Sales and Marketing, Advertising","West Hollywood, California, United States","CityCiv is a customer incentive program that provides subscribers with discounts on restaurants, spas, hotels, and entertainment.","75,639",01/01/2010,Closed,,Advertising,2,1-10,04/01/2010,"$250,000","$250,000",1,Seed,http://www.cityciv.com,1
Friendsignia,https://www.crunchbase.com/organization/friendsignia,"Media and Entertainment, Information Technology, Software, Internet Services","Memphis, Tennessee, United States",Friendsignia is a relationship management tool that filters data from social networks to display the most relevant connections.,"75,750",01/29/2012,Closed,2,"Contact Management, Social Media",,1-10,01/29/2012,"$15,000","$15,000",2,Seed,http://friendsignia.com,1
UserMojo,https://www.crunchbase.com/organization/usermojo,"Data and Analytics, Financial Services","Cambridge, Massachusetts, United States",UserMojo is an emotion analytics platform that measures user experience to help site owners optimize their operations.,"75,788",03/01/2010,Closed,3,"Finance, Analytics",1,1-10,03/01/2010,"$18,000","$18,000",,Seed,http://www.usermojo.com,1
Ravn,https://www.crunchbase.com/organization/ravn,Travel and Tourism,"San Francisco, California, United States",RAVN is an activities search and booking engine that allows people to discover and pay for their online activities.,"75,791",01/01/2011,Closed,3,Adventure Travel,4,11-50,01/01/2011,,,2,Seed,http://ravn.com,1
stickyBEAK,https://www.crunchbase.com/organization/stickybeak,"Internet Services, Mobile","New York, New York, United States",A new way to share experiences. Mobile and Web application.,"75,863",02/01/2015,Closed,,"Internet, Mobile",,,02/01/2015,"$120,000","$120,000",1,Seed,,1
Creative Logic Media,https://www.crunchbase.com/organization/creative-logic-media,Design,"Cookeville, Tennessee, United States","Creative Logic Media designs brochures, websites, illustrations, and advertising artwork.","75,887",01/01/2006,Closed,,"Consulting, Web Design",,1-10,07/01/2008,"$50,000","$50,000",1,Seed,http://creativelogicmedia.com,1
HourVille,https://www.crunchbase.com/organization/hourville,"Health Care, Education, Internet Services","Austin, Texas, United States","HourVille, an online social platform, lets users buy and sell anything that can be priced by the hour by providing interactive online tools.","75,946",01/01/2008,Closed,1,"Local, Search Engine, Tutoring, Education, Training, Health Care, Internet",4,1-10,08/01/2009,,,1,Seed,http://www.hourville.com,1
Picklify,https://www.crunchbase.com/organization/picklify,"Commerce and Shopping, Media and Entertainment, Internet Services","Philadelphia, Pennsylvania, United States",Picklify personalizes the shopping experience via a streamlined interface by allowing users to buy and sell in real time.,"76,000",03/01/2012,Closed,,"E-Commerce, Social Media",2,1-10,03/01/2012,"$13,000","$13,000",,Seed,http://Picklify.com,1
​Shwrüm,https://www.crunchbase.com/organization/shwrm,"Commerce and Shopping, Software, Internet Services, Design, Mobile","Gainesville, Florida, United States",Shwrüm is a software company providing customer relationship management (CRM) solutions to high-end clothing stores and boutiques.,"76,318",01/01/2013,Closed,1,"Fashion, Shopping, Internet, Mobile, Software",1,1-10,01/01/2013,"$50,000","$50,000",,Seed,http://www.shwrum.com,1
SupplySeeker.com,https://www.crunchbase.com/organization/supplyseeker-com,"Commerce and Shopping, Sales and Marketing","New York, New York, United States",SupplySeeker.com is an online platform that offers business partnership sourcing services to connect suppliers with relevant resellers.,"76,552",02/01/2012,Closed,,"Wholesale, Public Relations",1,1-10,02/01/2012,"$100,000","$100,000",,Seed,http://www.supplyseeker.com,1
AuditionBooth,https://www.crunchbase.com/organization/audtionbooth,"Media and Entertainment, Music and Audio, Internet Services, Video","Allendale, New Jersey, United States","AuditionBooth is an online casting platform, connecting users with opportunities in movies, music, commercials, and live performances.","76,599",01/01/2009,Closed,,"Film, Internet, Music",,1-10,01/06/2010,"$80,000","$80,000",,Seed,http://topsecretauditionbooth.com,1
LeftRight Studios,https://www.crunchbase.com/organization/leftright-studios,"Platforms, Software, Mobile","Pittsburgh, Pennsylvania, United States","LeftRight Studios offers MogiMe Platform, a social mobile platform that helps brands motivate, entertain, and engage their customers.","76,911",06/01/2009,Closed,,"iOS, Android, Mobile",3,11-50,01/04/2009,"$25,000","$25,000",1,Seed,http://leftright.co,1
bulletn.,https://www.crunchbase.com/organization/bulletn,"Platforms, Media and Entertainment, Events, Software, Mobile","Babson Park, Massachusetts, United States",Interest-based Mobile App,"76,967",10/04/2013,Closed,,"iOS, Android, Events, Mobile",,1-10,12/20/2013,"$3,000","$3,000",1,Seed,http://www.bulletn.info,1
Digital Dandelion,https://www.crunchbase.com/organization/bottle-rocket,"Platforms, Apps, Software, Mobile","Los Angeles, California, United States",Digital Dandelion creates social and mobile apps that enable users to compare wine products with friends on social media.,"77,104",10/01/2008,Closed,,"Apps, Mobile, iOS, Android",,1-10,10/15/2008,"$25,000","$25,000",,Seed,http://digitaldandelion.net,1
Safecare,https://www.crunchbase.com/organization/safecare,"Health Care, Education","Cleveland, Ohio, United States",Safecare is a web-based screening service that monitors nurses' aides and reports any act of abuse or criminal activities.,"77,110",01/01/2012,Closed,,"Training, Non Profit, Health Care",1,5001-10000,04/19/2012,"$25,000","$25,000",1,Seed,http://safecare.publichealth.gsu.edu/,1
Easiest Credit Card To Get Approved For,https://www.crunchbase.com/organization/easiest-credit-card-to-get-approved-for,"Payments, Financial Services, Lending and Investments","Brentwood, Tennessee, United States",Easiest Credit Card To Get Approved For is an information portal providing unbiased information for people looking to obtain credit cards.,"77,295",05/11/2012,Closed,,Credit Cards,,1-10,05/01/2012,"$25,000","$25,000",,Seed,http://www.EasiestCreditCardToGetApprovedFor.com,1
College Snack Attack,https://www.crunchbase.com/organization/college-snack-attack,"Administrative Services, Internet Services","Palo Alto, California, United States",College Snack Attack is a late night snack delivery service for college campuses.,"77,358",11/01/2010,Closed,,"Delivery, Internet",,1-10,03/01/2011,"$30,000","$50,000",,Seed,,2
Prim,https://www.crunchbase.com/organization/prim,"Real Estate, Clothing and Apparel","San Francisco, California, United States",Laundry Delivery for $25. Set up a pickup and never worry about your laundry or dry cleaning again.,"77,438",01/01/2013,Closed,2,"Home Improvement, Customer Service, Laundry and Dry-cleaning",,11-50,03/01/2013,,,1,Seed,http://getprim.com,1
CUPR,https://www.crunchbase.com/organization/descubrimos,"Commerce and Shopping, Sales and Marketing, Advertising","Palo Alto, California, United States",CUPR is a global shopping advertisement network.,"77,635",10/31/2008,Closed,,"Ad Targeting, Advertising, Lead Generation, Shopping",1,1-10,03/01/2010,"$300,000","$300,000",,Seed,,1
CoCollage,https://www.crunchbase.com/organization/cocollage,"Media and Entertainment, Internet Services","Seattle, Washington, United States",CoCollage builds technology bridges the gap between the online and offline world.,"77,844",01/01/2010,Closed,4,Social Media,1,1-10,08/16/2012,"$25,000","$25,000",1,Seed,http://cocollage.com,1
WalletKit,https://www.crunchbase.com/organization/walletkit,"Media and Entertainment, Events, Mobile","Mountain View, California, United States",WalletKit is a SaaS-based platform enabling businesses to design and deliver digital passes and tickets to mobile wallets.,"78,061",01/01/2012,Closed,23,"Ticketing, Mobile",2,1-10,07/31/2012,,,1,Seed,http://www.walletkit.com,1
Notifo,https://www.crunchbase.com/organization/notifo,Mobile,"San Francisco, California, United States",Notifo is a mobile application and platform that allows web sites and services to create mobile notifications.,"78,200",03/18/2010,Closed,13,Mobile,2,1-10,01/01/2010,,,1,Seed,http://notifo.com,1
